BLOCK,BG,TRACT,PUMA,REGION
530110413283000,530110413283,53011041328,11103,1
530110406051019,530110406051,53011040605,11103,1
530110405103008,530110405103,53011040510,11103,1
530110423001027,530110423001,53011042300,11101,2
530110412083003,530110412083,53011041208,11101,2
530110413221009,530110413221,53011041322,11101,2
530110431001020,530110431001,53011043100,11101,2
530110410032001,530110410032,53011041003,11101,2
530110412061014,530110412061,53011041206,11101,2
530110426021024,530110426021,53011042602,11101,2
530110430001007,530110430001,53011043000,11101,2
530110420001000,530110420001,53011042000,11101,2
530110420001015,530110420001,53011042000,11101,2
530110426022011,530110426022,53011042602,11101,2
530110412052015,530110412052,53011041205,11101,2
530110418002001,530110418002,53011041800,11101,2
530110412033005,530110412033,53011041203,11101,2
530110421001010,530110421001,53011042100,11101,2
530110423002002,530110423002,53011042300,11101,2
530110425001013,530110425001,53011042500,11101,2
530110412063020,530110412063,53011041206,11101,2
530110429001010,530110429001,53011042900,11101,2
530110420001003,530110420001,53011042000,11101,2
530110412071013,530110412071,53011041207,11101,2
530110413124004,530110413124,53011041312,11101,2
530110413302000,530110413302,53011041330,11101,2
530110419002036,530110419002,53011041900,11101,2
530110413173000,530110413173,53011041317,11101,2
530110417001022,530110417001,53011041700,11101,2
530110413172004,530110413172,53011041317,11101,2
530110412062011,530110412062,53011041206,11101,2
530110431001005,530110431001,53011043100,11101,2
530110412063013,530110412063,53011041206,11101,2
530110431002006,530110431002,53011043100,11101,2
530110428002016,530110428002,53011042800,11101,2
530110425001026,530110425001,53011042500,11101,2
530110418003001,530110418003,53011041800,11101,2
530110412061001,530110412061,53011041206,11101,2
530110412072006,530110412072,53011041207,11101,2
530110416001003,530110416001,53011041600,11101,2
530110430001009,530110430001,53011043000,11101,2
530110423003007,530110423003,53011042300,11101,2
530110431002005,530110431002,53011043100,11101,2
530110426021041,530110426021,53011042602,11101,2
530110410031004,530110410031,53011041003,11101,2
530110419002009,530110419002,53011041900,11101,2
530110413362009,530110413362,53011041336,11101,2
530110412052016,530110412052,53011041205,11101,2
530110413312005,530110413312,53011041331,11101,2
530110405041001,530110405041,53011040504,11104,3
530110407132000,530110407132,53011040713,11104,3
530110406034016,530110406034,53011040603,11104,3
530110407093000,530110407093,53011040709,11104,3
530110404161009,530110404161,53011040416,11104,3
530110402022023,530110402022,53011040202,11104,3
530110407122008,530110407122,53011040712,11104,3
530110402033049,530110402033,53011040203,11104,3
530110403051040,530110403051,53011040305,11104,3
530110403051030,530110403051,53011040305,11104,3
530110404083002,530110404083,53011040408,11104,3
530110407072004,530110407072,53011040707,11104,3
530110409051022,530110409051,53011040905,11104,3
530110401012001,530110401012,53011040101,11104,3
530110401022016,530110401022,53011040102,11104,3
530110407133012,530110407133,53011040713,11104,3
530110403051014,530110403051,53011040305,11104,3
530110404082007,530110404082,53011040408,11104,3
530110407061003,530110407061,53011040706,11104,3
530110403052041,530110403052,53011040305,11104,3
530110403033018,530110403033,53011040303,11104,3
530110401023008,530110401023,53011040102,11104,3
530110404132005,530110404132,53011040413,11104,3
530110404132002,530110404132,53011040413,11104,3
530110404074000,530110404074,53011040407,11104,3
530110401021017,530110401021,53011040102,11104,3
530110402012027,530110402012,53011040201,11104,3
530110401023039,530110401023,53011040102,11104,3
530110404032018,530110404032,53011040403,11104,3
530110407152004,530110407152,53011040715,11104,3
530110405111006,530110405111,53011040511,11104,3
530110403032009,530110403032,53011040303,11104,3
530110401011043,530110401011,53011040101,11104,3
530110405111019,530110405111,53011040511,11104,3
530110407032013,530110407032,53011040703,11104,3
530110402021039,530110402021,53011040202,11104,3
530110407124010,530110407124,53011040712,11104,3
530110404131012,530110404131,53011040413,11104,3
530110407132008,530110407132,53011040713,11104,3
530110404073009,530110404073,53011040407,11104,3
530110405041020,530110405041,53011040504,11104,3
530110404161007,530110404161,53011040416,11104,3
530110406032002,530110406032,53011040603,11104,3
530110404032026,530110404032,53011040403,11104,3
530110403011007,530110403011,53011040301,11104,3
530110402033054,530110402033,53011040203,11104,3
530110409051014,530110409051,53011040905,11104,3
530110403032008,530110403032,53011040303,11104,3
530110404083004,530110404083,53011040408,11104,3
530110402031006,530110402031,53011040203,11104,3
530110402032004,530110402032,53011040203,11104,3
530110407142004,530110407142,53011040714,11104,3
530110404162000,530110404162,53011040416,11104,3
530110407142013,530110407142,53011040714,11104,3
530110401021014,530110401021,53011040102,11104,3
530110404144018,530110404144,53011040414,11104,3
530110403031018,530110403031,53011040303,11104,3
530110405052027,530110405052,53011040505,11104,3
530110402014013,530110402014,53011040201,11104,3
530110407151014,530110407151,53011040715,11104,3
530110407124020,530110407124,53011040712,11104,3
530110407112013,530110407112,53011040711,11104,3
530110411041013,530110411041,53011041104,11102,4
530110408123016,530110408123,53011040812,11102,4
530110411052005,530110411052,53011041105,11102,4
530110408122001,530110408122,53011040812,11102,4
530110411102029,530110411102,53011041110,11102,4
530110409084000,530110409084,53011040908,11102,4
530110408031021,530110408031,53011040803,11102,4
530110411041005,530110411041,53011041104,11102,4
530110411141001,530110411141,53011041114,11102,4
530110409072013,530110409072,53011040907,11102,4
530110408032021,530110408032,53011040803,11102,4
530110408061020,530110408061,53011040806,11102,4
530110410083003,530110410083,53011041008,11102,4
530110411071017,530110411071,53011041107,11102,4
530110409072006,530110409072,53011040907,11102,4
530110408061014,530110408061,53011040806,11102,4
530110409082009,530110409082,53011040908,11102,4
530110409102002,530110409102,53011040910,11102,4
530110408093007,530110408093,53011040809,11102,4
530110408081009,530110408081,53011040808,11102,4
530110409082004,530110409082,53011040908,11102,4
530110411072000,530110411072,53011041107,11102,4
530110411142009,530110411142,53011041114,11102,4
530110409074005,530110409074,53011040907,11102,4
530110411071020,530110411071,53011041107,11102,4
530110408112022,530110408112,53011040811,11102,4
530110409071014,530110409071,53011040907,11102,4
530110404111004,530110404111,53011040411,11102,4
530110409094010,530110409094,53011040909,11102,4
530110410091014,530110410091,53011041009,11102,4
530110409081009,530110409081,53011040908,11102,4
530110409041014,530110409041,53011040904,11102,4
530110408101002,530110408101,53011040810,11102,4
530110408062020,530110408062,53011040806,11102,4
530110408062013,530110408062,53011040806,11102,4
530110408121001,530110408121,53011040812,11102,4
530110408102012,530110408102,53011040810,11102,4
530110410081008,530110410081,53011041008,11102,4
530110409084005,530110409084,53011040908,11102,4
530110408121008,530110408121,53011040812,11102,4
530110408123003,530110408123,53011040812,11102,4
530110404091001,530110404091,53011040409,11102,4
530110408061018,530110408061,53011040806,11102,4
530110411102002,530110411102,53011041110,11102,4
530110408122002,530110408122,53011040812,11102,4
530110410101007,530110410101,53011041010,11102,4
530110411051005,530110411051,53011041105,11102,4
530110410092008,530110410092,53011041009,11102,4
530110411121007,530110411121,53011041112,11102,4
530110411144003,530110411144,53011041114,11102,4
530599502001018,530599502001,53059950200,11000,5
530599504002017,530599504002,53059950400,11000,5
530599505002035,530599505002,53059950500,11000,5
530599503001012,530599503001,53059950300,11000,5
530599502002026,530599502002,53059950200,11000,5
530599502001058,530599502001,53059950200,11000,5
530599504001075,530599504001,53059950400,11000,5
530599505002007,530599505002,53059950500,11000,5
530599502001005,530599502001,53059950200,11000,5
530599501001515,530599501001,53059950100,11000,5
530599502003135,530599502003,53059950200,11000,5
530599502001016,530599502001,53059950200,11000,5
530110405132024,530110405132,53011040513,11103,1
530110405104021,530110405104,53011040510,11103,1
530110405092035,530110405092,53011040509,11103,1
530110413192001,530110413192,53011041319,11103,1
530110406054006,530110406054,53011040605,11103,1
530110413284022,530110413284,53011041328,11103,1
530110413101009,530110413101,53011041310,11103,1
530110413101011,530110413101,53011041310,11103,1
530110406081013,530110406081,53011040608,11103,1
530110413353000,530110413353,53011041335,11103,1
530110406053001,530110406053,53011040605,11103,1
530110415001012,530110415001,53011041500,11103,1
530110413193002,530110413193,53011041319,11103,1
530110405101005,530110405101,53011040510,11103,1
530110413211020,530110413211,53011041321,11103,1
530110413103005,530110413103,53011041310,11103,1
530110406042025,530110406042,53011040604,11103,1
530110405131033,530110405131,53011040513,11103,1
530110406054030,530110406054,53011040605,11103,1
530110413342004,530110413342,53011041334,11103,1
530110406082008,530110406082,53011040608,11103,1
530110413102000,530110413102,53011041310,11103,1
530110413234001,530110413234,53011041323,11103,1
530110406053010,530110406053,53011040605,11103,1
530110405104029,530110405104,53011040510,11103,1
530110413351005,530110413351,53011041335,11103,1
530110413353011,530110413353,53011041335,11103,1
530110413353012,530110413353,53011041335,11103,1
530110413251009,530110413251,53011041325,11103,1
530110406042035,530110406042,53011040604,11103,1
530110415003042,530110415003,53011041500,11103,1
530110413192004,530110413192,53011041319,11103,1
530110413202006,530110413202,53011041320,11103,1
530110413202008,530110413202,53011041320,11103,1
530110413351021,530110413351,53011041335,11103,1
530110406041001,530110406041,53011040604,11103,1
530110413102005,530110413102,53011041310,11103,1
530110405092013,530110405092,53011040509,11103,1
530110405101012,530110405101,53011040510,11103,1
530110414003014,530110414003,53011041400,11103,1
530110405102009,530110405102,53011040510,11103,1
530110413353013,530110413353,53011041335,11103,1
530110405092016,530110405092,53011040509,11103,1
530110413234011,530110413234,53011041323,11103,1
530110415003043,530110415003,53011041500,11103,1
530110413292006,530110413292,53011041329,11103,1
530110406083020,530110406083,53011040608,11103,1
530110405092036,530110405092,53011040509,11103,1
530110406092010,530110406092,53011040609,11103,1
530110413321013,530110413321,53011041332,11103,1
530110418001019,530110418001,53011041800,11101,2
530110410034016,530110410034,53011041003,11101,2
530110426021033,530110426021,53011042602,11101,2
530110413303013,530110413303,53011041330,11101,2
530110425002025,530110425002,53011042500,11101,2
530110413362008,530110413362,53011041336,11101,2
530110419002022,530110419002,53011041900,11101,2
530110412072014,530110412072,53011041207,11101,2
530110424001035,530110424001,53011042400,11101,2
530110413221015,530110413221,53011041322,11101,2
530110423003000,530110423003,53011042300,11101,2
530110420001007,530110420001,53011042000,11101,2
530110413372002,530110413372,53011041337,11101,2
530110410033005,530110410033,53011041003,11101,2
530110413092004,530110413092,53011041309,11101,2
530110421001022,530110421001,53011042100,11101,2
530110417001011,530110417001,53011041700,11101,2
530110423002000,530110423002,53011042300,11101,2
530110413221006,530110413221,53011041322,11101,2
530110413171012,530110413171,53011041317,11101,2
530110413361004,530110413361,53011041336,11101,2
530110425002003,530110425002,53011042500,11101,2
530110431001021,530110431001,53011043100,11101,2
530110421001005,530110421001,53011042100,11101,2
530110413171004,530110413171,53011041317,11101,2
530110413303018,530110413303,53011041330,11101,2
530110425001018,530110425001,53011042500,11101,2
530110427002000,530110427002,53011042700,11101,2
530110423002012,530110423002,53011042300,11101,2
530110413091012,530110413091,53011041309,11101,2
530110412032016,530110412032,53011041203,11101,2
530110421001025,530110421001,53011042100,11101,2
530110418001026,530110418001,53011041800,11101,2
530110421002021,530110421002,53011042100,11101,2
530110410111018,530110410111,53011041011,11101,2
530110413361003,530110413361,53011041336,11101,2
530110402011026,530110402011,53011040201,11104,3
530110401013017,530110401013,53011040101,11104,3
530110404031019,530110404031,53011040403,11104,3
530110404074017,530110404074,53011040407,11104,3
530110406032012,530110406032,53011040603,11104,3
530110403031022,530110403031,53011040303,11104,3
530110401023022,530110401023,53011040102,11104,3
530110402022032,530110402022,53011040202,11104,3
530110407142005,530110407142,53011040714,11104,3
530110403031011,530110403031,53011040303,11104,3
530110402033033,530110402033,53011040203,11104,3
530110407071008,530110407071,53011040707,11104,3
530110407152011,530110407152,53011040715,11104,3
530110407061002,530110407061,53011040706,11104,3
530110409052002,530110409052,53011040905,11104,3
530110403041025,530110403041,53011040304,11104,3
530110404032028,530110404032,53011040403,11104,3
530110404152023,530110404152,53011040415,11104,3
530110403011028,530110403011,53011040301,11104,3
530110407124003,530110407124,53011040712,11104,3
530110405112027,530110405112,53011040511,11104,3
530110404144003,530110404144,53011040414,11104,3
530110407071003,530110407071,53011040707,11104,3
530110407093006,530110407093,53011040709,11104,3
530110401023010,530110401023,53011040102,11104,3
530110403051021,530110403051,53011040305,11104,3
530110404032006,530110404032,53011040403,11104,3
530110407122010,530110407122,53011040712,11104,3
530110402031022,530110402031,53011040203,11104,3
530110405041021,530110405041,53011040504,11104,3
530110405112011,530110405112,53011040511,11104,3
530110407032022,530110407032,53011040703,11104,3
530110404143012,530110404143,53011040414,11104,3
530110401023032,530110401023,53011040102,11104,3
530110404142010,530110404142,53011040414,11104,3
530110407124001,530110407124,53011040712,11104,3
530110402014014,530110402014,53011040201,11104,3
530110402021046,530110402021,53011040202,11104,3
530110403052036,530110403052,53011040305,11104,3
530110407111000,530110407111,53011040711,11104,3
530110407152010,530110407152,53011040715,11104,3
530110404152027,530110404152,53011040415,11104,3
530110404073013,530110404073,53011040407,11104,3
530110402013018,530110402013,53011040201,11104,3
530110404031011,530110404031,53011040403,11104,3
530110407131009,530110407131,53011040713,11104,3
530110401023036,530110401023,53011040102,11104,3
530110403051039,530110403051,53011040305,11104,3
530110404142001,530110404142,53011040414,11104,3
530110402021019,530110402021,53011040202,11104,3
530110407111004,530110407111,53011040711,11104,3
530110402011025,530110402011,53011040201,11104,3
530110402021018,530110402021,53011040202,11104,3
530110404143002,530110404143,53011040414,11104,3
530110403051019,530110403051,53011040305,11104,3
530110407032007,530110407032,53011040703,11104,3
530110401023030,530110401023,53011040102,11104,3
530110401021001,530110401021,53011040102,11104,3
530110407124018,530110407124,53011040712,11104,3
530110402013005,530110402013,53011040201,11104,3
530110407112017,530110407112,53011040711,11104,3
530110406032024,530110406032,53011040603,11104,3
530110409041004,530110409041,53011040904,11102,4
530110408034010,530110408034,53011040803,11102,4
530110409102004,530110409102,53011040910,11102,4
530110411054017,530110411054,53011041105,11102,4
530110404122027,530110404122,53011040412,11102,4
530110410082010,530110410082,53011041008,11102,4
530110411052002,530110411052,53011041105,11102,4
530110411051008,530110411051,53011041105,11102,4
530110409094011,530110409094,53011040909,11102,4
530110411122006,530110411122,53011041112,11102,4
530110411123001,530110411123,53011041112,11102,4
530110411053004,530110411053,53011041105,11102,4
530110408111007,530110408111,53011040811,11102,4
530110411102015,530110411102,53011041110,11102,4
530110411104013,530110411104,53011041110,11102,4
530110409071006,530110409071,53011040907,11102,4
530110410101010,530110410101,53011041010,11102,4
530110408102011,530110408102,53011040810,11102,4
530110411051000,530110411051,53011041105,11102,4
530110408094018,530110408094,53011040809,11102,4
530110408111014,530110408111,53011040811,11102,4
530110409101020,530110409101,53011040910,11102,4
530110409102008,530110409102,53011040910,11102,4
530110409083023,530110409083,53011040908,11102,4
530110404091014,530110404091,53011040409,11102,4
530110411104002,530110411104,53011041110,11102,4
530110408081023,530110408081,53011040808,11102,4
530110404121005,530110404121,53011040412,11102,4
530110408111004,530110408111,53011040811,11102,4
530110409091007,530110409091,53011040909,11102,4
530110408031014,530110408031,53011040803,11102,4
530110410082011,530110410082,53011041008,11102,4
530110411142024,530110411142,53011041114,11102,4
530110409072012,530110409072,53011040907,11102,4
530110411123002,530110411123,53011041112,11102,4
530110409073008,530110409073,53011040907,11102,4
530110408094001,530110408094,53011040809,11102,4
530110408112017,530110408112,53011040811,11102,4
530110408031018,530110408031,53011040803,11102,4
530110411052003,530110411052,53011041105,11102,4
530110411101009,530110411101,53011041110,11102,4
530110408112013,530110408112,53011040811,11102,4
530599501001443,530599501001,53059950100,11000,5
530599504002042,530599504002,53059950400,11000,5
530599503002061,530599503002,53059950300,11000,5
530599505001038,530599505001,53059950500,11000,5
530599505001037,530599505001,53059950500,11000,5
530599504002087,530599504002,53059950400,11000,5
530599502002025,530599502002,53059950200,11000,5
530599504002032,530599504002,53059950400,11000,5
530599504001050,530599504001,53059950400,11000,5
530599502003101,530599502003,53059950200,11000,5
530599502003139,530599502003,53059950200,11000,5
530599505001023,530599505001,53059950500,11000,5
530599505001008,530599505001,53059950500,11000,5
530599502001022,530599502001,53059950200,11000,5
530110413103019,530110413103,53011041310,11103,1
530110415003038,530110415003,53011041500,11103,1
530110413192007,530110413192,53011041319,11103,1
530110413284017,530110413284,53011041328,11103,1
530110413351014,530110413351,53011041335,11103,1
530110405104032,530110405104,53011040510,11103,1
530110406043007,530110406043,53011040604,11103,1
530110406081025,530110406081,53011040608,11103,1
530110406042029,530110406042,53011040604,11103,1
530110405103005,530110405103,53011040510,11103,1
530110406042005,530110406042,53011040604,11103,1
530110405104018,530110405104,53011040510,11103,1
530110413283014,530110413283,53011041328,11103,1
530110405131007,530110405131,53011040513,11103,1
530110413204002,530110413204,53011041320,11103,1
530110405102002,530110405102,53011040510,11103,1
530110405072000,530110405072,53011040507,11103,1
530110413332000,530110413332,53011041333,11103,1
530110413284020,530110413284,53011041328,11103,1
530110413231003,530110413231,53011041323,11103,1
530110405104011,530110405104,53011040510,11103,1
530110413283010,530110413283,53011041328,11103,1
530110413342015,530110413342,53011041334,11103,1
530110414002010,530110414002,53011041400,11103,1
530110406051022,530110406051,53011040605,11103,1
530110405104001,530110405104,53011040510,11103,1
530110405101023,530110405101,53011040510,11103,1
530110405092000,530110405092,53011040509,11103,1
530110405092026,530110405092,53011040509,11103,1
530110413281010,530110413281,53011041328,11103,1
530110413103020,530110413103,53011041310,11103,1
530110413321015,530110413321,53011041332,11103,1
530110413193007,530110413193,53011041319,11103,1
530110413353016,530110413353,53011041335,11103,1
530110415003019,530110415003,53011041500,11103,1
530110413322008,530110413322,53011041332,11103,1
530110412072010,530110412072,53011041207,11101,2
530110421001035,530110421001,53011042100,11101,2
530110418003021,530110418003,53011041800,11101,2
530110412063014,530110412063,53011041206,11101,2
530110425001025,530110425001,53011042500,11101,2
530110418001005,530110418001,53011041800,11101,2
530110419002019,530110419002,53011041900,11101,2
530110412051006,530110412051,53011041205,11101,2
530110423003001,530110423003,53011042300,11101,2
530110424002002,530110424002,53011042400,11101,2
530110413091011,530110413091,53011041309,11101,2
530110429001013,530110429001,53011042900,11101,2
530110410052058,530110410052,53011041005,11101,2
530110413312002,530110413312,53011041331,11101,2
530110417001006,530110417001,53011041700,11101,2
530110419002006,530110419002,53011041900,11101,2
530110419002018,530110419002,53011041900,11101,2
530110421002046,530110421002,53011042100,11101,2
530110413303002,530110413303,53011041330,11101,2
530110421002027,530110421002,53011042100,11101,2
530110412082004,530110412082,53011041208,11101,2
530110413303010,530110413303,53011041330,11101,2
530110413371005,530110413371,53011041337,11101,2
530110412071005,530110412071,53011041207,11101,2
530110418003025,530110418003,53011041800,11101,2
530110413091010,530110413091,53011041309,11101,2
530110423003034,530110423003,53011042300,11101,2
530110412051014,530110412051,53011041205,11101,2
530110412071014,530110412071,53011041207,11101,2
530110431001018,530110431001,53011043100,11101,2
530110429001011,530110429001,53011042900,11101,2
530110417002005,530110417002,53011041700,11101,2
530110426022025,530110426022,53011042602,11101,2
530110410033012,530110410033,53011041003,11101,2
530110431004015,530110431004,53011043100,11101,2
530110418002005,530110418002,53011041800,11101,2
530110429001009,530110429001,53011042900,11101,2
530110426022014,530110426022,53011042602,11101,2
530110429001020,530110429001,53011042900,11101,2
530110410033008,530110410033,53011041003,11101,2
530110428001013,530110428001,53011042800,11101,2
530110419002032,530110419002,53011041900,11101,2
530110425001000,530110425001,53011042500,11101,2
530110404162009,530110404162,53011040416,11104,3
530110407072005,530110407072,53011040707,11104,3
530110401022011,530110401022,53011040102,11104,3
530110402033000,530110402033,53011040203,11104,3
530110402011018,530110402011,53011040201,11104,3
530110404151025,530110404151,53011040415,11104,3
530110402014033,530110402014,53011040201,11104,3
530110404142005,530110404142,53011040414,11104,3
530110407124029,530110407124,53011040712,11104,3
530110401011050,530110401011,53011040101,11104,3
530110403052025,530110403052,53011040305,11104,3
530110407151025,530110407151,53011040715,11104,3
530110401012008,530110401012,53011040101,11104,3
530110403033011,530110403033,53011040303,11104,3
530110404152012,530110404152,53011040415,11104,3
530110404141005,530110404141,53011040414,11104,3
530110404074002,530110404074,53011040407,11104,3
530110402014030,530110402014,53011040201,11104,3
530110404082003,530110404082,53011040408,11104,3
530110402021011,530110402021,53011040202,11104,3
530110407131006,530110407131,53011040713,11104,3
530110407073013,530110407073,53011040707,11104,3
530110402031009,530110402031,53011040203,11104,3
530110404151033,530110404151,53011040415,11104,3
530110406032020,530110406032,53011040603,11104,3
530110405041031,530110405041,53011040504,11104,3
530110405053014,530110405053,53011040505,11104,3
530110404152007,530110404152,53011040415,11104,3
530110406032003,530110406032,53011040603,11104,3
530110406033002,530110406033,53011040603,11104,3
530110403031007,530110403031,53011040303,11104,3
530110403033005,530110403033,53011040303,11104,3
530110407062010,530110407062,53011040706,11104,3
530110407031018,530110407031,53011040703,11104,3
530110403051012,530110403051,53011040305,11104,3
530110403032036,530110403032,53011040303,11104,3
530110407151008,530110407151,53011040715,11104,3
530110402011029,530110402011,53011040201,11104,3
530110403012018,530110403012,53011040301,11104,3
530110404163008,530110404163,53011040416,11104,3
530110404082002,530110404082,53011040408,11104,3
530110404151003,530110404151,53011040415,11104,3
530110404151020,530110404151,53011040415,11104,3
530110407091012,530110407091,53011040709,11104,3
530110401012033,530110401012,53011040101,11104,3
530110407091000,530110407091,53011040709,11104,3
530110404082001,530110404082,53011040408,11104,3
530110402011027,530110402011,53011040201,11104,3
530110404032013,530110404032,53011040403,11104,3
530110404072024,530110404072,53011040407,11104,3
530110407131007,530110407131,53011040713,11104,3
530110403012035,530110403012,53011040301,11104,3
530110401011032,530110401011,53011040101,11104,3
530110404031025,530110404031,53011040403,11104,3
530110402011028,530110402011,53011040201,11104,3
530110405112025,530110405112,53011040511,11104,3
530110409081010,530110409081,53011040908,11102,4
530110411051013,530110411051,53011041105,11102,4
530110411052006,530110411052,53011041105,11102,4
530110409042020,530110409042,53011040904,11102,4
530110409072002,530110409072,53011040907,11102,4
530110408033006,530110408033,53011040803,11102,4
530110410071009,530110410071,53011041007,11102,4
530110411103000,530110411103,53011041110,11102,4
530110410081003,530110410081,53011041008,11102,4
530110409042012,530110409042,53011040904,11102,4
530110409083018,530110409083,53011040908,11102,4
530110411042010,530110411042,53011041104,11102,4
530110408111002,530110408111,53011040811,11102,4
530110404121019,530110404121,53011040412,11102,4
530110404122023,530110404122,53011040412,11102,4
530110408091002,530110408091,53011040809,11102,4
530110409094005,530110409094,53011040909,11102,4
530110409082013,530110409082,53011040908,11102,4
530110409071004,530110409071,53011040907,11102,4
530110409083021,530110409083,53011040908,11102,4
530110408101009,530110408101,53011040810,11102,4
530110411051007,530110411051,53011041105,11102,4
530110408032015,530110408032,53011040803,11102,4
530110410091008,530110410091,53011041009,11102,4
530110409102001,530110409102,53011040910,11102,4
530110409043012,530110409043,53011040904,11102,4
530110408031009,530110408031,53011040803,11102,4
530110409071003,530110409071,53011040907,11102,4
530110410092001,530110410092,53011041009,11102,4
530110409041006,530110409041,53011040904,11102,4
530110404091010,530110404091,53011040409,11102,4
530110409091010,530110409091,53011040909,11102,4
530599502002059,530599502002,53059950200,11000,5
530599502003070,530599502003,53059950200,11000,5
530599504001056,530599504001,53059950400,11000,5
530599504001067,530599504001,53059950400,11000,5
530599502003099,530599502003,53059950200,11000,5
530599502003160,530599502003,53059950200,11000,5
530599502003177,530599502003,53059950200,11000,5
530599502002007,530599502002,53059950200,11000,5
530599505002033,530599505002,53059950500,11000,5
530599503002063,530599503002,53059950300,11000,5
530599505001009,530599505001,53059950500,11000,5
530599501001698,530599501001,53059950100,11000,5
530599504001048,530599504001,53059950400,11000,5
530599502001014,530599502001,53059950200,11000,5
530599502003146,530599502003,53059950200,11000,5
530599503001002,530599503001,53059950300,11000,5
530599502002049,530599502002,53059950200,11000,5
530599504002022,530599504002,53059950400,11000,5
530599503002068,530599503002,53059950300,11000,5
530599502001054,530599502001,53059950200,11000,5
530110406051017,530110406051,53011040605,11103,1
530110413212007,530110413212,53011041321,11103,1
530110413103025,530110413103,53011041310,11103,1
530110413261020,530110413261,53011041326,11103,1
530110413353030,530110413353,53011041335,11103,1
530110414003021,530110414003,53011041400,11103,1
530110413261032,530110413261,53011041326,11103,1
530110413332008,530110413332,53011041333,11103,1
530110406082006,530110406082,53011040608,11103,1
530110413212010,530110413212,53011041321,11103,1
530110415002017,530110415002,53011041500,11103,1
530110406091003,530110406091,53011040609,11103,1
530110413321005,530110413321,53011041332,11103,1
530110405121008,530110405121,53011040512,11103,1
530110413292021,530110413292,53011041329,11103,1
530110405102005,530110405102,53011040510,11103,1
530110415003035,530110415003,53011041500,11103,1
530110413351000,530110413351,53011041335,11103,1
530110413203001,530110413203,53011041320,11103,1
530110413202002,530110413202,53011041320,11103,1
530110406041003,530110406041,53011040604,11103,1
530110413322004,530110413322,53011041332,11103,1
530110406082002,530110406082,53011040608,11103,1
530110406051005,530110406051,53011040605,11103,1
530110413191000,530110413191,53011041319,11103,1
530110405091005,530110405091,53011040509,11103,1
530110406042030,530110406042,53011040604,11103,1
530110413233000,530110413233,53011041323,11103,1
530110414003024,530110414003,53011041400,11103,1
530110405104017,530110405104,53011040510,11103,1
530110405101028,530110405101,53011040510,11103,1
530110406102006,530110406102,53011040610,11103,1
530110414002005,530110414002,53011041400,11103,1
530110413341002,530110413341,53011041334,11103,1
530110413321000,530110413321,53011041332,11103,1
530110413232005,530110413232,53011041323,11103,1
530110405121022,530110405121,53011040512,11103,1
530110405121007,530110405121,53011040512,11103,1
530110406091018,530110406091,53011040609,11103,1
530110413284006,530110413284,53011041328,11103,1
530110406043012,530110406043,53011040604,11103,1
530110413281006,530110413281,53011041328,11103,1
530110413192002,530110413192,53011041319,11103,1
530110413292001,530110413292,53011041329,11103,1
530110406054016,530110406054,53011040605,11103,1
530110413192015,530110413192,53011041319,11103,1
530110406041018,530110406041,53011040604,11103,1
530110413341012,530110413341,53011041334,11103,1
530110413205003,530110413205,53011041320,11103,1
530110423003019,530110423003,53011042300,11101,2
530110418001028,530110418001,53011041800,11101,2
530110416002006,530110416002,53011041600,11101,2
530110426021005,530110426021,53011042602,11101,2
530110412083002,530110412083,53011041208,11101,2
530110412052021,530110412052,53011041205,11101,2
530110413091009,530110413091,53011041309,11101,2
530110413091004,530110413091,53011041309,11101,2
530110413121005,530110413121,53011041312,11101,2
530110423001021,530110423001,53011042300,11101,2
530110413303017,530110413303,53011041330,11101,2
530110417001027,530110417001,53011041700,11101,2
530110418002019,530110418002,53011041800,11101,2
530110416002017,530110416002,53011041600,11101,2
530110413301008,530110413301,53011041330,11101,2
530110413172000,530110413172,53011041317,11101,2
530110428002022,530110428002,53011042800,11101,2
530110431003008,530110431003,53011043100,11101,2
530110431002002,530110431002,53011043100,11101,2
530110412081010,530110412081,53011041208,11101,2
530110419002042,530110419002,53011041900,11101,2
530110413362005,530110413362,53011041336,11101,2
530110410032009,530110410032,53011041003,11101,2
530110423003038,530110423003,53011042300,11101,2
530110423003032,530110423003,53011042300,11101,2
530110410112003,530110410112,53011041011,11101,2
530110412051001,530110412051,53011041205,11101,2
530110428001031,530110428001,53011042800,11101,2
530110417002018,530110417002,53011041700,11101,2
530110412081004,530110412081,53011041208,11101,2
530110413371013,530110413371,53011041337,11101,2
530110412071007,530110412071,53011041207,11101,2
530110419001034,530110419001,53011041900,11101,2
530110426022013,530110426022,53011042602,11101,2
530110428002014,530110428002,53011042800,11101,2
530110419002037,530110419002,53011041900,11101,2
530110425002013,530110425002,53011042500,11101,2
530110426022001,530110426022,53011042602,11101,2
530110425002042,530110425002,53011042500,11101,2
530110419002021,530110419002,53011041900,11101,2
530110404073011,530110404073,53011040407,11104,3
530110404031030,530110404031,53011040403,11104,3
530110404071023,530110404071,53011040407,11104,3
530110401011044,530110401011,53011040101,11104,3
530110404032000,530110404032,53011040403,11104,3
530110404074005,530110404074,53011040407,11104,3
530110403012036,530110403012,53011040301,11104,3
530110407061006,530110407061,53011040706,11104,3
530110405112012,530110405112,53011040511,11104,3
530110405042009,530110405042,53011040504,11104,3
530110403012012,530110403012,53011040301,11104,3
530110407032002,530110407032,53011040703,11104,3
