"GEOID","NAME","POPW_E","POPW_M","W0_E","W0_M","W1_E","W1_M","W2_E","W2_M","W3_E","W3_M","OCCP_E","OCCP_M","OCCP_1_E","OCCP_1_M","OCCP_2_E","OCCP_2_M","OCCP_3_E","OCCP_3_M","OCCP_4_E","OCCP_4_M","OCCP_5_E","OCCP_5_M","OCCP_6_E","OCCP_6_M"
"41039001804","Census Tract 18.04; Lane County; Oregon",1349,166,290,119,406,108,478,113,175,114,1878,348,681,228,399,133,316,94,259,130,223,87,0,13
"41039001902","Census Tract 19.02; Lane County; Oregon",2211,326,585,184,609,178,960,333,57,49,2627,551,623,266,605,232,440,204,317,171,642,422,0,19
"41039001903","Census Tract 19.03; Lane County; Oregon",1095,114,243,85,377,94,374,108,101,79,1503,287,257,88,437,158,336,164,178,114,295,124,0,13
"41039001904","Census Tract 19.04; Lane County; Oregon",2223,187,498,113,848,171,582,181,295,176,3032,561,623,219,752,260,631,272,494,215,532,216,0,19
"41039002001","Census Tract 20.01; Lane County; Oregon",1365,130,422,89,373,112,518,151,52,47,1603,302,547,182,268,85,409,145,143,77,236,101,0,13
"41039002002","Census Tract 20.02; Lane County; Oregon",2274,244,934,260,746,175,539,168,55,43,2061,329,701,213,437,178,533,179,82,91,308,133,0,13
"41039002101","Census Tract 21.01; Lane County; Oregon",1179,166,391,76,361,86,325,107,102,144,1390,556,278,85,248,116,560,400,53,37,251,175,0,13
"41039002103","Census Tract 21.03; Lane County; Oregon",1825,197,343,115,798,232,554,171,130,86,2378,344,576,191,588,215,563,272,155,112,496,246,0,13
"41039002104","Census Tract 21.04; Lane County; Oregon",1168,127,327,154,482,154,346,132,13,22,1219,236,321,143,407,135,296,119,41,42,154,96,0,13
"41039002201","Census Tract 22.01; Lane County; Oregon",1931,184,716,109,670,148,435,114,110,138,1962,504,806,178,318,221,414,183,83,52,341,292,0,13
"41039002203","Census Tract 22.03; Lane County; Oregon",1786,164,454,117,575,161,603,155,154,68,2319,374,1392,295,371,164,235,124,86,69,235,122,0,13
"41039002204","Census Tract 22.04; Lane County; Oregon",1593,165,619,147,459,149,420,131,95,84,1583,287,967,210,189,112,264,128,43,60,120,80,0,13
"41039002301","Census Tract 23.01; Lane County; Oregon",1749,329,728,339,549,129,357,110,115,63,1784,267,483,146,224,103,702,222,147,91,228,91,0,13
"41039002302","Census Tract 23.02; Lane County; Oregon",1637,171,407,102,529,116,551,133,150,136,2126,464,780,201,235,79,550,169,377,290,184,99,0,13
"41039002401","Census Tract 24.01; Lane County; Oregon",1608,150,418,84,541,144,534,107,115,61,2029,270,971,165,181,79,359,137,319,154,199,93,0,13
"41039002403","Census Tract 24.03; Lane County; Oregon",1700,183,603,179,496,107,576,113,25,28,1749,251,744,163,272,128,458,136,132,73,143,83,0,13
"41039002404","Census Tract 24.04; Lane County; Oregon",1468,125,427,74,508,135,442,77,91,37,1722,189,594,122,312,72,504,133,170,73,142,71,0,13
"41039002501","Census Tract 25.01; Lane County; Oregon",1842,176,469,176,560,148,654,106,159,66,2478,270,627,141,548,168,548,133,234,117,521,129,0,19
"41039002504","Census Tract 25.04; Lane County; Oregon",1306,154,258,119,530,155,290,100,228,82,1801,222,601,195,395,154,410,137,126,68,269,104,0,13
"41039002505","Census Tract 25.05; Lane County; Oregon",1897,236,491,132,684,215,684,267,38,44,2170,373,621,164,392,169,458,132,64,39,635,446,0,13
"41039002506","Census Tract 25.06; Lane County; Oregon",1396,82,310,80,332,107,667,136,87,60,1964,263,780,193,123,64,670,158,110,106,281,84,0,13
"41039002600","Census Tract 26; Lane County; Oregon",2423,206,501,136,962,252,924,232,36,46,2990,377,1080,287,350,139,748,234,257,121,555,201,0,19
"41039002700","Census Tract 27; Lane County; Oregon",1617,161,427,124,604,129,404,113,182,75,2104,276,498,151,493,135,562,179,184,86,367,116,0,13
"41039002800","Census Tract 28; Lane County; Oregon",1958,159,395,88,633,176,756,174,174,87,2675,322,943,227,636,208,564,168,226,122,296,116,10,17
"41039002902","Census Tract 29.02; Lane County; Oregon",1909,209,911,195,525,136,381,106,92,49,1941,362,689,161,350,165,526,208,137,62,239,119,0,13
"41039002903","Census Tract 29.03; Lane County; Oregon",1302,107,568,98,429,101,247,82,58,31,1156,186,579,152,194,83,186,74,63,49,134,59,0,13
"41039002904","Census Tract 29.04; Lane County; Oregon",2397,186,924,156,847,198,499,127,127,109,2193,310,1388,262,245,116,432,179,90,66,38,34,0,13
"41039003000","Census Tract 30; Lane County; Oregon",2152,289,854,269,804,168,366,145,128,88,1942,398,979,274,350,223,283,152,158,118,172,87,0,13
"41039003101","Census Tract 31.01; Lane County; Oregon",2729,238,899,176,805,238,830,248,195,135,3141,578,1551,364,467,243,634,181,234,162,255,166,0,19
"41039003103","Census Tract 31.03; Lane County; Oregon",1122,126,303,101,386,139,357,114,76,81,1529,390,625,171,297,207,358,177,110,132,139,90,0,13
"41039003104","Census Tract 31.04; Lane County; Oregon",2765,350,948,244,1158,374,365,150,294,179,2809,597,1140,420,779,339,434,184,61,76,395,232,0,19
"41039003201","Census Tract 32.01; Lane County; Oregon",1200,125,337,115,450,129,369,118,44,40,1449,265,475,144,292,116,330,165,124,79,228,80,0,13
"41039003202","Census Tract 32.02; Lane County; Oregon",1929,208,391,94,913,208,441,117,184,124,2394,422,862,238,455,143,607,198,120,64,350,170,0,13
"41039003301","Census Tract 33.01; Lane County; Oregon",1268,146,244,80,544,182,405,116,75,48,1684,265,545,168,340,157,402,118,189,97,208,97,0,13
"41039003302","Census Tract 33.02; Lane County; Oregon",1800,281,680,174,422,131,582,232,116,65,2015,450,530,163,508,202,445,147,263,205,269,154,0,13
"41039003400","Census Tract 34; Lane County; Oregon",2097,176,507,107,773,162,683,161,134,115,2519,356,537,148,745,227,396,115,220,91,621,219,0,13
"41039003500","Census Tract 35; Lane County; Oregon",1716,182,454,97,583,149,530,131,149,85,2188,344,846,213,454,153,435,144,114,61,339,159,0,13
"41039003600","Census Tract 36; Lane County; Oregon",1602,178,539,149,567,145,366,130,130,61,1789,328,841,191,190,109,505,208,69,55,184,116,0,13
"41039003700","Census Tract 37; Lane County; Oregon",1212,195,360,108,478,200,254,106,120,59,1755,332,859,237,426,147,327,117,47,57,92,90,4,8
"41039003801","Census Tract 38.01; Lane County; Oregon",1618,277,196,106,989,222,355,209,78,70,1983,450,730,271,668,270,418,189,29,74,138,112,0,13
"41039003802","Census Tract 38.02; Lane County; Oregon",2333,376,686,243,1011,305,534,303,102,114,2429,583,1136,321,752,302,419,177,26,43,96,108,0,19
"41039003900","Census Tract 39; Lane County; Oregon",2169,270,814,187,759,198,547,227,49,51,2020,444,752,245,537,224,434,193,72,62,225,141,0,13
"41039004000","Census Tract 40; Lane County; Oregon",1550,233,735,200,458,164,301,85,56,60,1226,270,797,224,166,85,161,80,41,39,61,42,0,13
"41039004100","Census Tract 41; Lane County; Oregon",1713,136,381,114,795,157,456,127,81,47,2034,293,1073,231,273,115,239,72,178,117,271,100,0,13
"41039004200","Census Tract 42; Lane County; Oregon",1666,268,332,96,956,266,311,98,67,57,1957,339,673,272,420,139,413,142,155,93,296,152,0,13
"41039004300","Census Tract 43; Lane County; Oregon",3078,364,1174,350,954,285,695,190,255,150,3344,591,864,312,677,241,564,256,525,224,714,293,0,19
"41039004403","Census Tract 44.03; Lane County; Oregon",2289,211,508,151,1017,208,559,136,205,112,2754,349,1018,177,615,240,461,216,255,150,405,172,0,19
"41039004404","Census Tract 44.04; Lane County; Oregon",1423,175,454,133,606,134,304,88,59,36,1420,189,876,165,107,57,273,88,72,60,92,55,0,13
"41039004405","Census Tract 44.05; Lane County; Oregon",1921,216,506,108,670,179,675,220,70,45,2234,347,1388,274,278,144,374,156,113,77,81,74,0,13
"41039004406","Census Tract 44.06; Lane County; Oregon",1367,249,345,246,441,156,444,155,137,104,2070,529,553,229,392,151,464,203,249,149,404,162,8,13
"41039004407","Census Tract 44.07; Lane County; Oregon",1339,189,391,110,542,196,367,112,39,51,1510,268,536,184,179,113,303,131,45,43,447,155,0,13
"41039004501","Census Tract 45.01; Lane County; Oregon",1395,143,284,71,677,135,403,125,31,33,1591,268,629,158,305,136,456,158,85,55,116,104,0,13
"41039004502","Census Tract 45.02; Lane County; Oregon",1897,240,359,123,908,160,518,250,112,67,2335,435,1141,439,402,121,478,193,61,72,253,109,0,13
"41039004600","Census Tract 46; Lane County; Oregon",1273,135,396,87,405,110,312,93,160,126,1434,316,612,193,321,142,287,126,110,63,104,54,0,13
"41039004700","Census Tract 47; Lane County; Oregon",1776,286,337,90,773,264,550,151,116,69,2326,438,1263,339,303,109,449,132,100,61,211,123,0,13
"41039004800","Census Tract 48; Lane County; Oregon",2383,312,379,130,978,271,845,233,181,154,3471,578,1844,421,504,199,785,348,144,118,194,151,0,19
"41039004900","Census Tract 49; Lane County; Oregon",1937,222,380,121,813,212,581,114,163,82,2777,381,1829,337,373,138,446,187,46,31,83,62,0,19
"41039005000","Census Tract 50; Lane County; Oregon",2398,313,560,111,1117,356,684,204,37,38,2663,448,1746,386,513,356,227,103,123,114,54,56,0,13
"41039005100","Census Tract 51; Lane County; Oregon",1496,158,462,105,628,182,324,97,82,40,1588,240,710,134,319,85,323,149,104,74,132,78,0,13
"41039005200","Census Tract 52; Lane County; Oregon",1054,132,393,114,324,92,321,78,16,20,1053,165,773,149,86,53,73,40,60,46,61,45,0,13
"41039005300","Census Tract 53; Lane County; Oregon",1152,178,324,92,537,171,250,68,41,37,1209,223,828,211,104,63,139,67,14,18,124,68,0,13
"41039005400","Census Tract 54; Lane County; Oregon",2221,243,653,164,600,127,839,215,129,107,2843,455,1838,382,435,142,273,171,116,99,158,97,23,36
"41039990000","Census Tract 9900; Lane County; Oregon",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
"41041950100","Census Tract 9501; Lincoln County; Oregon",1203,192,450,109,549,193,134,69,70,56,1178,312,201,106,510,249,267,113,144,70,56,53,0,13
"41041950303","Census Tract 9503.03; Lincoln County; Oregon",861,117,406,115,311,104,108,49,36,25,709,141,203,76,245,114,151,86,42,26,68,51,0,13
"41041950304","Census Tract 9503.04; Lincoln County; Oregon",1538,192,698,183,480,136,296,91,64,48,1391,214,494,155,418,139,294,108,145,91,40,31,0,13
"41041950401","Census Tract 9504.01; Lincoln County; Oregon",1028,138,357,108,248,109,381,94,42,40,1163,214,244,114,423,144,366,92,33,31,97,68,0,13
"41041950402","Census Tract 9504.02; Lincoln County; Oregon",966,182,423,146,315,124,162,70,66,41,903,181,277,118,373,108,169,78,28,40,56,36,0,13
"41041950601","Census Tract 9506.01; Lincoln County; Oregon",1381,181,631,119,436,139,278,103,36,35,1167,243,385,134,214,118,313,141,162,89,93,83,0,13
"41041950602","Census Tract 9506.02; Lincoln County; Oregon",1590,225,691,133,538,205,321,104,40,36,1312,252,549,198,291,110,306,112,94,60,72,50,0,13
"41041950800","Census Tract 9508; Lincoln County; Oregon",1611,167,848,165,501,127,223,85,39,37,1101,173,451,124,150,89,212,85,131,84,157,104,0,13
"41041950900","Census Tract 9509; Lincoln County; Oregon",1536,179,589,146,434,123,403,168,110,85,1622,304,398,152,449,141,290,121,97,61,388,246,0,13
"41041951000","Census Tract 9510; Lincoln County; Oregon",840,119,295,91,295,91,205,80,45,44,823,179,375,129,153,83,220,88,33,31,42,39,0,13
"41041951100","Census Tract 9511; Lincoln County; Oregon",757,125,289,90,312,112,125,59,31,26,666,133,226,66,132,64,162,69,74,49,72,35,0,13
"41041951200","Census Tract 9512; Lincoln County; Oregon",1013,173,430,84,374,169,172,46,37,27,873,196,437,163,99,48,218,80,83,54,36,23,0,13
"41041951300","Census Tract 9513; Lincoln County; Oregon",982,118,369,101,393,99,181,74,39,38,932,231,274,102,165,74,138,76,143,68,212,167,0,13
"41041951400","Census Tract 9514; Lincoln County; Oregon",1399,208,504,164,564,178,323,115,8,15,1290,304,472,256,257,104,162,86,172,78,227,122,0,13
"41041951500","Census Tract 9515; Lincoln County; Oregon",1537,211,733,146,555,142,199,167,50,55,1045,354,430,206,214,136,211,99,128,62,62,49,0,13
"41041951600","Census Tract 9516; Lincoln County; Oregon",1768,192,898,181,608,150,185,68,77,34,1320,201,450,123,228,94,228,78,275,111,139,69,0,13
"41041951700","Census Tract 9517; Lincoln County; Oregon",1026,174,542,135,376,161,79,43,29,28,715,207,316,154,224,119,92,49,65,42,18,18,0,13
"41041951800","Census Tract 9518; Lincoln County; Oregon",1447,187,586,149,428,123,378,95,55,35,1411,261,435,135,309,108,281,125,188,69,198,88,0,13
"41041990100","Census Tract 9901; Lincoln County; Oregon",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
"41043020101","Census Tract 201.01; Linn County; Oregon",2076,210,442,96,721,200,696,143,217,77,2839,317,1389,254,463,111,356,126,201,83,411,157,19,31
"41043020102","Census Tract 201.02; Linn County; Oregon",1056,89,245,101,405,130,373,122,33,43,1243,248,476,110,126,65,380,189,162,78,99,63,0,13
"41043020103","Census Tract 201.03; Linn County; Oregon",1090,221,284,199,368,135,310,149,128,130,1321,319,463,181,204,134,256,132,175,112,223,102,0,13
"41043020200","Census Tract 202; Linn County; Oregon",783,111,194,43,387,125,155,40,47,43,883,164,323,106,165,65,208,62,78,35,109,63,0,13
"41043020300","Census Tract 203; Linn County; Oregon",2677,237,762,162,717,182,815,206,383,100,3720,498,1508,312,709,197,867,218,148,114,488,232,0,19
"41043020400","Census Tract 204; Linn County; Oregon",1794,215,479,132,733,205,461,137,121,76,1967,293,794,205,318,108,318,112,298,180,239,103,0,13
"41043020500","Census Tract 205; Linn County; Oregon",1798,186,515,143,736,197,474,123,73,53,1993,233,546,162,588,182,502,174,172,113,185,101,0,13
"41043020601","Census Tract 206.01; Linn County; Oregon",1653,196,803,173,456,162,394,187,0,13,1255,330,310,121,135,110,554,261,76,77,180,152,0,13
"41043020602","Census Tract 206.02; Linn County; Oregon",2053,212,534,140,742,184,590,172,187,104,2556,468,818,262,573,194,592,203,170,116,403,176,0,19
"41043020700","Census Tract 207; Linn County; Oregon",2235,269,656,157,628,215,833,188,118,71,2677,420,1020,275,338,158,639,205,190,78,472,175,18,31
"41043020801","Census Tract 208.01; Linn County; Oregon",960,79,264,81,340,96,317,77,39,28,1086,146,262,62,295,65,237,78,62,39,230,86,0,13
"41043020802","Census Tract 208.02; Linn County; Oregon",2377,307,564,295,1156,256,598,194,59,79,2552,347,641,215,368,154,512,167,373,170,658,252,0,19
"41043030100","Census Tract 301; Linn County; Oregon",2402,213,722,190,764,215,805,208,111,67,2817,439,1186,303,396,178,501,322,394,171,340,143,0,19
"41043030201","Census Tract 302.01; Linn County; Oregon",1208,132,407,112,368,113,384,102,49,35,1304,209,517,136,195,67,118,53,298,117,176,74,0,13
"41043030202","Census Tract 302.02; Linn County; Oregon",1443,293,394,120,551,265,354,104,144,71,1745,370,846,304,214,161,204,88,181,90,300,137,0,13
"41043030300","Census Tract 303; Linn County; Oregon",854,108,260,71,318,78,216,72,60,37,1052,215,345,111,140,61,267,73,177,73,123,49,0,13
"41043030401","Census Tract 304.01; Linn County; Oregon",2869,297,1112,301,918,254,723,275,116,57,2789,595,771,316,411,165,575,305,340,150,692,293,0,19
"41043030403","Census Tract 304.03; Linn County; Oregon",1431,193,528,197,464,203,403,155,36,30,1351,331,236,125,385,203,171,98,252,204,307,138,0,13
"41043030404","Census Tract 304.04; Linn County; Oregon",1558,154,547,159,599,179,401,141,11,17,1492,270,288,124,336,159,264,120,242,149,362,141,0,13
"41043030500","Census Tract 305; Linn County; Oregon",1744,201,600,161,531,137,530,112,83,42,1925,233,684,153,367,124,362,111,212,83,300,108,0,13
